Ca2 
  Keys,,    Transition,,        Wavelength   ,          Matrix el. ,       ,       Br. ratio,     Tran. rate   ,     Wavelength,       Unc  ,  Unc %,  Matrix el.,       Unc  ,   Unc %,      Br. ratio,          Unc  ,   Unc %,  Tran. rate,    Unc  ,  Unc %
  2,  10,  5s1/2,  4p1/2,        370.708(1)  ,          2.0737(96) ,        ,      0.3340(29),  8.551(79)E+07  ,        370.708,       0.001,   0.00,      2.0737,      0.0096,    0.46,         0.3340,         0.0029,    0.86,  8.5512E+07,  7.9E+05,    0.92
  2,  11,  5s1/2,  4p3/2,        373.796(1)  ,           2.965(13) ,        ,      0.6660(29),  1.705(15)E+08  ,        373.796,       0.001,   0.00,       2.965,       0.013,    0.45,         0.6660,         0.0029,    0.43,  1.7050E+08,  1.5E+06,    0.91
  3,  10,  6s1/2,  4p1/2,       219.8473(3)  ,          0.5818(11) ,        ,     0.20622(68),  3.227(12)E+07  ,       219.8473,      0.0003,   0.00,      0.5818,      0.0011,    0.18,        0.20622,        0.00068,    0.33,  3.2271E+07,  1.2E+05,    0.36
  3,  11,  6s1/2,  4p3/2,       220.9299(3)  ,          0.8264(15) ,        ,     0.41003(95),  6.416(24)E+07  ,       220.9299,      0.0003,   0.00,      0.8264,      0.0015,    0.18,        0.41003,        0.00095,    0.23,  6.4163E+07,  2.4E+05,    0.37
  3,  12,  6s1/2,  5p1/2,        985.746(7)  ,          4.3560(31) ,        ,     0.12825(27),  2.0069(29)E+07 ,        985.746,       0.007,   0.00,      4.3560,      0.0031,    0.07,        0.12825,        0.00027,    0.21,  2.0069E+07,  2.9E+04,    0.14
  3,  13,  6s1/2,  5p3/2,        993.410(7)  ,          6.2202(43) ,        ,     0.25550(51),  3.9982(56)E+07 ,        993.410,       0.007,   0.00,      6.2202,      0.0043,    0.07,        0.25550,        0.00051,    0.20,  3.9982E+07,  5.6E+04,    0.14
  4,  10,  7s1/2,  4p1/2,       184.3088(2)  ,         0.31832(65) ,        ,     0.17423(64),  1.6396(67)E+07 ,       184.3088,      0.0002,   0.00,     0.31832,     0.00065,    0.20,        0.17423,        0.00064,    0.37,  1.6396E+07,  6.7E+04,    0.41
  4,  11,  7s1/2,  4p3/2,       185.0691(2)  ,         0.45152(92) ,        ,     0.34625(98),  3.258(13)E+07  ,       185.0691,      0.0002,   0.00,     0.45152,     0.00092,    0.20,        0.34625,        0.00098,    0.28,  3.2583E+07,  1.3E+05,    0.41
  4,  12,  7s1/2,  5p1/2,        528.674(2)  ,          1.1060(16) ,        ,     0.08913(28),  8.387(24)E+06  ,        528.674,       0.002,   0.00,      1.1060,      0.0016,    0.15,        0.08913,        0.00028,    0.31,  8.3868E+06,  2.4E+04,    0.29
  4,  13,  7s1/2,  5p3/2,        530.870(2)  ,          1.5680(23) ,        ,     0.17692(52),  1.6648(49)E+07 ,        530.870,       0.002,   0.00,      1.5680,      0.0023,    0.15,        0.17692,        0.00052,    0.29,  1.6648E+07,  4.9E+04,    0.29
  4,  14,  7s1/2,  6p1/2,        2014.76(3)  ,          7.3628(47) ,        ,     0.07136(15),  6.7151(86)E+06 ,        2014.76,        0.03,   0.00,      7.3628,      0.0047,    0.06,        0.07136,        0.00015,    0.21,  6.7151E+06,  8.6E+03,    0.13
  4,  15,  7s1/2,  6p3/2,        2029.83(3)  ,         10.5071(66) ,        ,     0.14211(28),  1.3373(17)E+07 ,        2029.83,        0.03,   0.00,     10.5071,      0.0066,    0.06,        0.14211,        0.00028,    0.20,  1.3373E+07,  1.7E+04,    0.13
  5,  10,  8s1/2,  4p1/2,       169.1779(2)  ,         0.21340(45) ,        ,     0.16021(62),  9.528(40)E+06  ,       169.1779,      0.0002,   0.00,     0.21340,     0.00045,    0.21,        0.16021,        0.00062,    0.39,  9.5283E+06,  4.0E+04,    0.42
  5,  11,  8s1/2,  4p3/2,       169.8182(2)  ,         0.30252(63) ,        ,     0.31832(98),  1.8932(79)E+07 ,       169.8182,      0.0002,   0.00,     0.30252,     0.00063,    0.21,        0.31832,        0.00098,    0.31,  1.8932E+07,  7.9E+04,    0.42
  5,  12,  8s1/2,  5p1/2,        420.736(1)  ,          0.5831(10) ,        ,     0.07776(28),  4.625(16)E+06  ,        420.736,       0.001,   0.00,      0.5831,      0.0010,    0.18,        0.07776,        0.00028,    0.37,  4.6246E+06,  1.6E+04,    0.35
  5,  13,  8s1/2,  5p3/2,        422.126(1)  ,          0.8253(15) ,        ,     0.15426(53),  9.174(33)E+06  ,        422.126,       0.001,   0.00,      0.8253,      0.0015,    0.18,        0.15426,        0.00053,    0.34,  9.1744E+06,  3.3E+04,    0.36
  5,  14,  8s1/2,  6p1/2,       1018.748(7)  ,          1.7744(27) ,        ,     0.05072(17),  3.0168(93)E+06 ,       1018.748,       0.007,   0.00,      1.7744,      0.0027,    0.15,        0.05072,        0.00017,    0.34,  3.0168E+06,  9.3E+03,    0.31
  5,  15,  8s1/2,  6p3/2,       1022.585(7)  ,          2.5129(39) ,        ,     0.10059(33),  5.983(19)E+06  ,       1022.585,       0.007,   0.00,      2.5129,      0.0039,    0.16,        0.10059,        0.00033,    0.33,  5.9828E+06,  1.9E+04,    0.31
  5,  16,  8s1/2,  7p1/2,           3567(6)  , *       11.0941(63) ,        ,     0.04618(25),  2.747(15)E+06  ,          3567 ,          6 ,   0.18,     11.0941,      0.0063,    0.06,        0.04618,        0.00025,    0.55,  2.7466E+06,  1.5E+04,    0.55
  5,  17,  8s1/2,  7p3/2,           3593(6)  , *       15.8248(81) ,        ,     0.09196(48),  5.469(30)E+06  ,          3593 ,          6 ,   0.18,     15.8248,      0.0081,    0.05,        0.09196,        0.00048,    0.53,  5.4691E+06,  3.0E+04,    0.55
  6,  10,  9s1/2,  4p1/2,       161.0919(2)  ,          0.1578(16) ,        ,      0.1525(27),  6.04(12)E+06   ,       161.0919,      0.0002,   0.00,      0.1578,      0.0016,    1.00,         0.1525,         0.0027,    1.80,  6.0367E+06,  1.2E+05,    2.00
  6,  11,  9s1/2,  4p3/2,       161.6724(2)  ,          0.2237(22) ,        ,      0.3030(43),  1.199(24)E+07  ,       161.6724,      0.0002,   0.00,      0.2237,      0.0022,    1.00,         0.3030,         0.0043,    1.43,  1.1993E+07,  2.4E+05,    2.00
  6,  12,  9s1/2,  5p1/2,        374.044(1)  ,         0.38436(66) ,        ,     0.07224(54),  2.8599(98)E+06 ,        374.044,       0.001,   0.00,     0.38436,     0.00066,    0.17,        0.07224,        0.00054,    0.75,  2.8599E+06,  9.8E+03,    0.34
  6,  13,  9s1/2,  5p3/2,        375.142(1)  ,         0.54371(95) ,        ,      0.1433(11),  5.673(20)E+06  ,        375.142,       0.001,   0.00,     0.54371,     0.00095,    0.17,         0.1433,         0.0011,    0.74,  5.6726E+06,  2.0E+04,    0.35
  6,  14,  9s1/2,  6p1/2,        782.293(4)  ,          0.9136(15) ,        ,     0.04461(34),  1.7662(60)E+06 ,        782.293,       0.004,   0.00,      0.9136,      0.0015,    0.17,        0.04461,        0.00034,    0.76,  1.7662E+06,  6.0E+03,    0.34
  6,  15,  9s1/2,  6p3/2,        784.553(4)  ,          1.2917(22) ,        ,     0.08841(66),  3.500(12)E+06  ,        784.553,       0.004,   0.00,      1.2917,      0.0022,    0.17,        0.08841,        0.00066,    0.75,  3.5001E+06,  1.2E+04,    0.34
  6,  16,  9s1/2,  7p1/2,           1733(2)  , *        2.5917(40) ,        ,     0.03302(26),  1.3073(53)E+06 ,          1733 ,          2 ,   0.09,      2.5917,      0.0040,    0.16,        0.03302,        0.00026,    0.79,  1.3073E+06,  5.3E+03,    0.40
  6,  17,  9s1/2,  7p3/2,           1739(2)  , *        3.6681(57) ,        ,     0.06546(51),  2.591(11)E+06  ,          1739 ,          2 ,   0.09,      3.6681,      0.0057,    0.16,        0.06546,        0.00051,    0.78,  2.5914E+06,  1.1E+04,    0.41
  6,  18,  9s1/2,  8p1/2,          5750(10)  , *        15.568(12) ,        ,     0.03260(32),  1.2907(91)E+06 ,          5751 ,         13 ,   0.23,      15.568,       0.012,    0.08,        0.03260,        0.00032,    0.97,  1.2907E+06,  9.1E+03,    0.71
  6,  19,  9s1/2,  8p3/2,          5790(10)  , *        22.201(15) ,        ,     0.06491(62),  2.570(18)E+06  ,          5792 ,         13 ,   0.23,      22.201,       0.015,    0.07,        0.06491,        0.00062,    0.95,  2.5697E+06,  1.8E+04,    0.71
  7,  10, 10s1/2,  4p1/2,       156.1948(2)  ,          0.1237(12) ,        ,      0.1478(27),  4.068(81)E+06  ,       156.1948,      0.0002,   0.00,      0.1237,      0.0012,    1.00,         0.1478,         0.0027,    1.81,  4.0677E+06,  8.1E+04,    2.00
  7,  11, 10s1/2,  4p3/2,       156.7405(2)  ,          0.1753(18) ,        ,      0.2936(42),  8.08(16)E+06   ,       156.7405,      0.0002,   0.00,      0.1753,      0.0018,    1.00,         0.2936,         0.0042,    1.45,  8.0812E+06,  1.6E+05,    2.00
  7,  12, 10s1/2,  5p1/2,       348.6615(9)  ,         0.28202(69) ,        ,     0.06906(56),  1.9010(94)E+06 ,       348.6615,      0.0009,   0.00,     0.28202,     0.00069,    0.25,        0.06906,        0.00056,    0.81,  1.9010E+06,  9.4E+03,    0.49
  7,  13, 10s1/2,  5p3/2,       349.6155(9)  ,          0.3988(10) ,        ,      0.1370(11),  3.770(19)E+06  ,       349.6155,      0.0009,   0.00,      0.3988,      0.0010,    0.25,         0.1370,         0.0011,    0.79,  3.7702E+06,  1.9E+04,    0.50
  7,  14, 10s1/2,  6p1/2,        678.923(3)  ,          0.5946(10) ,        ,     0.04158(31),  1.1445(40)E+06 ,        678.923,       0.003,   0.00,      0.5946,      0.0010,    0.17,        0.04158,        0.00031,    0.74,  1.1445E+06,  4.0E+03,    0.35
  7,  15, 10s1/2,  6p3/2,        680.625(3)  ,          0.8401(15) ,        ,     0.08237(61),  2.2676(80)E+06 ,        680.625,       0.003,   0.00,      0.8401,      0.0015,    0.18,        0.08237,        0.00061,    0.74,  2.2676E+06,  8.0E+03,    0.35
  7,  16, 10s1/2,  7p1/2,         1295.9(8)  , *        1.3118(21) ,        ,     0.02910(22),  8.010(30)E+05  ,         1295.9,         0.8,   0.06,      1.3118,      0.0021,    0.16,        0.02910,        0.00022,    0.76,  8.0098E+05,  3.0E+03,    0.37
  7,  17, 10s1/2,  7p3/2,         1299.3(8)  , *        1.8533(30) ,        ,     0.05763(43),  1.5863(60)E+06 ,         1299.3,         0.8,   0.06,      1.8533,      0.0030,    0.16,        0.05763,        0.00043,    0.75,  1.5863E+06,  6.0E+03,    0.38
  7,  18, 10s1/2,  8p1/2,           2714(3)  , *        3.5510(49) ,        ,     0.02322(18),  6.392(27)E+05  ,          2714 ,          3 ,   0.11,      3.5510,      0.0049,    0.14,        0.02322,        0.00018,    0.78,  6.3921E+05,  2.7E+03,    0.43
  7,  19, 10s1/2,  8p3/2,           2723(3)  , *        5.0234(70) ,        ,     0.04601(36),  1.2665(54)E+06 ,          2723 ,          3 ,   0.11,      5.0234,      0.0070,    0.14,        0.04601,        0.00036,    0.78,  1.2665E+06,  5.4E+03,    0.43
  7,  20, 10s1/2,  9p1/2,          8670(20)  , *        20.771(12) ,        ,     0.02433(25),  6.698(53)E+05  ,          8674 ,         23 ,   0.26,      20.771,       0.012,    0.06,        0.02433,        0.00025,    1.02,  6.6980E+05,  5.3E+03,    0.79
  7,  21, 10s1/2,  9p3/2,          8730(20)  , *        29.615(16) ,        ,     0.04844(49),  1.333(11)E+06  ,          8734 ,         23 ,   0.26,      29.615,       0.016,    0.05,        0.04844,        0.00049,    1.01,  1.3335E+06,  1.1E+04,    0.79
  8,  10, 11s1/2,  4p1/2,        152.977(5)  , *        0.1007(10) ,        ,      0.1444(26),  2.872(57)E+06  ,        152.977,       0.005,   0.00,      0.1007,      0.0010,    1.00,         0.1444,         0.0026,    1.81,  2.8719E+06,  5.7E+04,    2.00
  8,  11, 11s1/2,  4p3/2,        153.500(5)  , *        0.1427(14) ,        ,      0.2870(42),  5.71(11)E+06   ,        153.500,       0.005,   0.00,      0.1427,      0.0014,    1.00,         0.2870,         0.0042,    1.46,  5.7052E+06,  1.1E+05,    2.00
  8,  12, 11s1/2,  5p1/2,         333.02(2)  , *       0.22065(57) ,        ,     0.06716(54),  1.3354(69)E+06 ,         333.02,        0.02,   0.01,     0.22065,     0.00057,    0.26,        0.06716,        0.00054,    0.81,  1.3354E+06,  6.9E+03,    0.52
  8,  13, 11s1/2,  5p3/2,         333.90(2)  , *       0.31196(82) ,        ,      0.1332(11),  2.648(14)E+06  ,         333.90,        0.02,   0.01,     0.31196,     0.00082,    0.26,         0.1332,         0.0011,    0.79,  2.6485E+06,  1.4E+04,    0.53
  8,  14, 11s1/2,  6p1/2,         622.05(8)  , *       0.43392(72) ,        ,     0.03986(29),  7.925(27)E+05  ,         622.05,        0.08,   0.01,     0.43392,     0.00072,    0.17,        0.03986,        0.00029,    0.73,  7.9248E+05,  2.7E+03,    0.33
  8,  15, 11s1/2,  6p3/2,         623.48(8)  , *        0.6129(10) ,        ,     0.07897(57),  1.5700(53)E+06 ,         623.48,        0.08,   0.01,      0.6129,      0.0010,    0.17,        0.07897,        0.00057,    0.72,  1.5700E+06,  5.3E+03,    0.34
  8,  16, 11s1/2,  7p1/2,         1103.4(7)  , *        0.8450(13) ,        ,     0.02708(20),  5.385(20)E+05  ,         1103.4,         0.7,   0.06,      0.8450,      0.0013,    0.16,        0.02708,        0.00020,    0.74,  5.3848E+05,  2.0E+03,    0.36
  8,  17, 11s1/2,  7p3/2,         1105.8(7)  , *        1.1929(19) ,        ,     0.05362(40),  1.0661(39)E+06 ,         1105.8,         0.7,   0.06,      1.1929,      0.0019,    0.16,        0.05362,        0.00040,    0.74,  1.0661E+06,  3.9E+03,    0.37
  8,  18, 11s1/2,  8p1/2,           1987(2)  , *        1.7735(26) ,        ,     0.02042(15),  4.059(16)E+05  ,          1987 ,          2 ,   0.09,      1.7735,      0.0026,    0.15,        0.02042,        0.00015,    0.76,  4.0590E+05,  1.6E+03,    0.40
  8,  19, 11s1/2,  8p3/2,           1992(2)  , *        2.5043(37) ,        ,     0.04041(31),  8.035(32)E+05  ,          1992 ,          2 ,   0.09,      2.5043,      0.0037,    0.15,        0.04041,        0.00031,    0.75,  8.0348E+05,  3.2E+03,    0.40
  8,  20, 11s1/2,  9p1/2,           4001(6)  , *        4.6545(58) ,        ,     0.01724(14),  3.428(17)E+05  ,          4001 ,          6 ,   0.14,      4.6545,      0.0058,    0.12,        0.01724,        0.00014,    0.81,  3.4276E+05,  1.7E+03,    0.50
  8,  21, 11s1/2,  9p3/2,           4013(6)  , *        6.5824(82) ,        ,     0.03415(28),  6.789(34)E+05  ,          4013 ,          6 ,   0.14,      6.5824,      0.0082,    0.13,        0.03415,        0.00028,    0.81,  6.7895E+05,  3.4E+03,    0.50
  8,  22, 11s1/2, 10p1/2,         12440(40)  , *        26.708(13) ,        ,     0.01889(23),  3.755(40)E+05  ,         12438 ,         44 ,   0.35,      26.708,       0.013,    0.05,        0.01889,        0.00023,    1.23,  3.7551E+05,  4.0E+03,    1.06
  8,  23, 11s1/2, 10p3/2,         12520(40)  , *        38.073(19) ,        ,     0.03760(46),  7.476(80)E+05  ,         12524 ,         44 ,   0.35,      38.073,       0.019,    0.05,        0.03760,        0.00046,    1.22,  7.4756E+05,  8.0E+03,    1.07
  9,  10, 12s1/2,  4p1/2,        150.742(2)  , *       0.08433(84) ,        ,      0.1423(26),  2.103(42)E+06  ,        150.742,       0.002,   0.00,     0.08433,     0.00084,    1.00,         0.1423,         0.0026,    1.81,  2.1030E+06,  4.2E+04,    2.00
  9,  11, 12s1/2,  4p3/2,        151.250(2)  , *        0.1195(12) ,        ,      0.2826(41),  4.178(84)E+06  ,        151.250,       0.002,   0.00,      0.1195,      0.0012,    1.00,         0.2826,         0.0041,    1.47,  4.1778E+06,  8.4E+04,    2.00
  9,  12, 12s1/2,  5p1/2,         322.61(1)  , *       0.17951(46) ,        ,     0.06577(53),  9.722(50)E+05  ,         322.61,        0.01,   0.00,     0.17951,     0.00046,    0.26,        0.06577,        0.00053,    0.80,  9.7222E+05,  5.0E+03,    0.51
  9,  13, 12s1/2,  5p3/2,         323.43(1)  , *       0.25376(67) ,        ,      0.1304(10),  1.928(10)E+06  ,         323.43,        0.01,   0.00,     0.25376,     0.00067,    0.26,         0.1304,         0.0010,    0.78,  1.9282E+06,  1.0E+04,    0.53
  9,  14, 12s1/2,  6p1/2,         586.68(3)  , *       0.33756(55) ,        ,     0.03867(28),  5.717(19)E+05  ,         586.68,        0.03,   0.01,     0.33756,     0.00055,    0.16,        0.03867,        0.00028,    0.71,  5.7167E+05,  1.9E+03,    0.33
  9,  15, 12s1/2,  6p3/2,         587.95(3)  , *       0.47665(79) ,        ,     0.07661(54),  1.1325(38)E+06 ,         587.95,        0.03,   0.01,     0.47665,     0.00079,    0.17,        0.07661,        0.00054,    0.71,  1.1325E+06,  3.8E+03,    0.33
  9,  16, 12s1/2,  7p1/2,          996.8(5)  , *       0.61160(96) ,        ,     0.02588(19),  3.826(13)E+05  ,          996.8,         0.5,   0.05,     0.61160,     0.00096,    0.16,        0.02588,        0.00019,    0.72,  3.8264E+05,  1.3E+03,    0.35
  9,  17, 12s1/2,  7p3/2,          998.8(5)  , *        0.8631(14) ,        ,     0.05124(37),  7.575(27)E+05  ,          998.8,         0.5,   0.05,      0.8631,      0.0014,    0.16,        0.05124,        0.00037,    0.72,  7.5748E+05,  2.7E+03,    0.35
  9,  18, 12s1/2,  8p1/2,           1666(1)  , *        1.1326(17) ,        ,     0.01900(14),  2.808(10)E+05  ,          1666 ,          1 ,   0.07,      1.1326,      0.0017,    0.15,        0.01900,        0.00014,    0.73,  2.8081E+05,  1.0E+03,    0.36
  9,  19, 12s1/2,  8p3/2,           1670(1)  , *        1.5980(24) ,        ,     0.03759(27),  5.557(20)E+05  ,          1670 ,          1 ,   0.07,      1.5980,      0.0024,    0.15,        0.03759,        0.00027,    0.73,  5.5565E+05,  2.0E+03,    0.36
  9,  20, 12s1/2,  9p1/2,           2883(3)  , *        2.2999(31) ,        ,     0.01513(11),  2.2366(86)E+05 ,          2883 ,          3 ,   0.09,      2.2999,      0.0031,    0.13,        0.01513,        0.00011,    0.74,  2.2366E+05,  8.6E+02,    0.38
  9,  21, 12s1/2,  9p3/2,           2889(3)  , *        3.2463(45) ,        ,     0.02994(22),  4.426(17)E+05  ,          2889 ,          3 ,   0.09,      3.2463,      0.0045,    0.14,        0.02994,        0.00022,    0.74,  4.4256E+05,  1.7E+03,    0.39
  9,  22, 12s1/2, 10p1/2,           5639(7)  , *        5.9022(66) ,        ,     0.01331(10),  1.9676(87)E+05 ,          5639 ,          7 ,   0.13,      5.9022,      0.0066,    0.11,        0.01331,        0.00010,    0.77,  1.9676E+05,  8.7E+02,    0.44
  9,  23, 12s1/2, 10p3/2,           5657(7)  , *        8.3447(95) ,        ,     0.02636(20),  3.897(17)E+05  ,          5657 ,          7 ,   0.13,      8.3447,      0.0095,    0.11,        0.02636,        0.00020,    0.77,  3.8967E+05,  1.7E+03,    0.44
  9,  24, 12s1/2, 11p1/2,         17160(70)  , *        33.378(17) ,        ,     0.01511(20),  2.234(26)E+05  ,         17158 ,         66 ,   0.38,      33.378,       0.017,    0.05,        0.01511,        0.00020,    1.31,  2.2342E+05,  2.6E+03,    1.16
  9,  25, 12s1/2, 11p3/2,         17280(70)  , *        47.576(24) ,        ,     0.03009(39),  4.448(52)E+05  ,         17275 ,         67 ,   0.39,      47.576,       0.024,    0.05,        0.03009,        0.00039,    1.30,  4.4477E+05,  5.2E+03,    1.16
 10,   1,  4p1/2,  4s1/2,        396.959(1)  ,           2.8928(43), E72    ,     0.93481(68),  1.3553(40)E+08 ,        396.959,       0.001,   0.00,      2.8928,      0.0043,    0.15,        0.93481,        0.00068,    0.07,  1.3553E+08,  4.0E+05,    0.30
 10,  28,  4p1/2,  3d3/2,        866.452(5)  ,           2.463(13) ,        ,     0.06519(68),  9.45(10)E+06   ,        866.452,       0.005,   0.00,       2.463,       0.013,    0.54,        0.06519,        0.00068,    1.04,  9.4511E+06,  1.0E+05,    1.07
 12,   1,  5p1/2,  4s1/2,       165.1991(2)  ,           0.075(21) ,        ,       0.044(24),  1.25(69)E+06   ,       165.1991,      0.0002,   0.00,       0.075,       0.021,   27.70,          0.044,          0.024,   52.97,  1.2538E+06,  6.9E+05,   55.40
 12,   2,  5p1/2,  5s1/2,        1195.30(1)  ,           6.231(11) ,        ,       0.816(24),  2.3028(81)E+07 ,        1195.30,        0.01,   0.00,       6.231,       0.011,    0.18,          0.816,          0.024,    3.00,  2.3028E+07,  8.1E+04,    0.35
 12,  28,  5p1/2,  3d3/2,       213.2977(3)  ,           0.104(22) ,        ,       0.040(16),  1.13(48)E+06   ,       213.2977,      0.0003,   0.00,       0.104,       0.022,   21.36,          0.040,          0.016,   41.09,  1.1336E+06,  4.8E+05,   42.73
 12,  30,  5p1/2,  4d3/2,        2707.26(5)  ,           7.435(53) ,        ,      0.0999(33),  2.822(40)E+06  ,        2707.26,        0.05,   0.00,       7.435,       0.053,    0.72,         0.0999,         0.0033,    3.28,  2.8222E+06,  4.0E+04,    1.43
 14,   1,  6p1/2,  4s1/2,       134.2554(1)  ,           0.085(13) ,        ,       0.271(61),  3.02(93)E+06   ,       134.2554,      0.0001,   0.00,       0.085,       0.013,   15.42,          0.271,          0.061,   22.58,  3.0238E+06,  9.3E+05,   30.83
 14,   2,  6p1/2,  5s1/2,        448.069(1)  ,          0.0826(44) ,        ,     0.00688(94),  7.68(82)E+04   ,        448.069,       0.001,   0.00,      0.0826,      0.0044,    5.32,        0.00688,        0.00094,   13.63,  7.6787E+04,  8.2E+03,   10.64
 14,   3,  6p1/2,  6s1/2,        2626.53(5)  ,          10.498(13) ,        ,       0.552(47),  6.161(15)E+06  ,        2626.53,        0.05,   0.00,      10.498,       0.013,    0.12,          0.552,          0.047,    8.60,  6.1614E+06,  1.5E+04,    0.25
 14,  28,  6p1/2,  3d3/2,       164.3798(2)  ,          0.0605(83) ,        ,       0.075(20),  8.3(23)E+05    ,       164.3798,      0.0002,   0.00,      0.0605,      0.0083,   13.70,          0.075,          0.020,   26.69,  8.3441E+05,  2.3E+05,   27.39
 14,  30,  6p1/2,  4d3/2,        566.711(2)  ,           0.030(24) ,        ,     0.00045(71),  5.0(79)E+03    ,        566.711,       0.002,   0.00,       0.030,       0.024,   79.34,        0.00045,        0.00071,  158.85,  4.9796E+03,  7.9E+03,  158.69
 14,  32,  6p1/2,  5d3/2,         5673.1(2)  ,          13.835(76) ,        ,      0.0951(82),  1.062(12)E+06  ,         5673.1,         0.2,   0.00,      13.835,       0.076,    0.55,         0.0951,         0.0082,    8.66,  1.0620E+06,  1.2E+04,    1.10
 16,   1,  7p1/2,  4s1/2,        122.703(8)  , *        0.0674(94) ,        ,       0.423(69),  2.49(69)E+06   ,        122.703,       0.008,   0.01,      0.0674,      0.0094,   13.89,          0.423,          0.069,   16.19,  2.4886E+06,  6.9E+05,   27.77
 16,   2,  7p1/2,  5s1/2,         340.94(6)  , *        0.0431(63) ,        ,      0.0081(25),  4.7(14)E+04    ,         340.94,        0.06,   0.02,      0.0431,      0.0063,   14.61,         0.0081,         0.0025,   31.37,  4.7485E+04,  1.4E+04,   29.23
 16,   3,  7p1/2,  6s1/2,          924.2(4)  , *        0.2825(27) ,        ,      0.0174(21),  1.024(19)E+05  ,          924.2,         0.4,   0.05,      0.2825,      0.0027,    0.94,         0.0174,         0.0021,   12.12,  1.0241E+05,  1.9E+03,    1.89
 16,   4,  7p1/2,  7s1/2,          4880(10)  , *        15.804(32) ,        ,       0.370(44),  2.178(18)E+06  ,          4880 ,         12 ,   0.24,      15.804,       0.032,    0.20,          0.370,          0.044,   11.99,  2.1779E+06,  1.8E+04,    0.84
 16,  28,  7p1/2,  3d3/2,         147.39(1)  , *        0.0433(49) ,        ,       0.101(24),  5.9(13)E+05    ,         147.39,        0.01,   0.01,      0.0433,      0.0049,   11.37,          0.101,          0.024,   23.59,  5.9240E+05,  1.3E+05,   22.74
 16,  30,  7p1/2,  4d3/2,         405.54(8)  , *        0.0172(81) ,        ,     0.00076(72),  4.5(42)E+03    ,         405.54,        0.08,   0.02,      0.0172,      0.0081,   46.87,        0.00076,        0.00072,   94.43,  4.4850E+03,  4.2E+03,   93.74
 16,  32,  7p1/2,  5d3/2,         1139.5(6)  , *         0.149(32) ,        ,      0.0026(11),  1.51(65)E+04   ,         1139.5,         0.6,   0.06,       0.149,       0.032,   21.40,         0.0026,         0.0011,   44.34,  1.5128E+04,  6.5E+03,   42.80
 16,  34,  7p1/2,  6d3/2,         10240(50)  , *        21.955(99) ,        ,      0.0772(93),  4.542(81)E+05  ,         10244 ,         52 ,   0.51,      21.955,       0.099,    0.45,         0.0772,         0.0093,   12.09,  4.5418E+05,  8.1E+03,    1.78
 18,   1,  8p1/2,  4s1/2,        116.919(5)  , *        0.0535(72) ,        ,       0.513(68),  1.82(49)E+06   ,        116.919,       0.005,   0.00,      0.0535,      0.0072,   13.36,          0.513,          0.068,   13.24,  1.8168E+06,  4.9E+05,   26.73
 18,   2,  8p1/2,  5s1/2,         299.74(4)  , *        0.0506(47) ,        ,      0.0271(62),  9.6(18)E+04    ,         299.74,        0.04,   0.01,      0.0506,      0.0047,    9.31,         0.0271,         0.0062,   22.84,  9.6164E+04,  1.8E+04,   18.63
 18,   3,  8p1/2,  6s1/2,          673.3(2)  , *        0.0111(22) ,        ,    0.000115(48),  4.1(16)E+02    ,          673.3,         0.2,   0.03,      0.0111,      0.0022,   19.62,       0.000115,       0.000048,   41.62,  4.0697E+02,  1.6E+02,   39.23
 18,   4,  8p1/2,  7s1/2,           1645(1)  , *        0.5392(35) ,        ,      0.0187(26),  6.623(87)E+04  ,          1645 ,          1 ,   0.07,      0.5392,      0.0035,    0.65,         0.0187,         0.0026,   13.97,  6.6232E+04,  8.7E+02,    1.32
 18,   5,  8p1/2,  8s1/2,          8140(30)  , *        22.139(44) ,        ,       0.260(36),  9.201(97)E+05  ,          8142 ,         27 ,   0.33,      22.139,       0.044,    0.20,          0.260,          0.036,   13.93,  9.2009E+05,  9.7E+03,    1.05
 18,  28,  8p1/2,  3d3/2,        139.123(8)  , *        0.0324(34) ,        ,       0.112(26),  3.96(82)E+05   ,        139.123,       0.008,   0.01,      0.0324,      0.0034,   10.38,          0.112,          0.026,   22.98,  3.9605E+05,  8.2E+04,   20.75
 18,  30,  8p1/2,  4d3/2,         348.55(5)  , *        0.0176(48) ,        ,      0.0021(12),  7.4(40)E+03    ,         348.55,        0.05,   0.01,      0.0176,      0.0048,   27.20,         0.0021,         0.0012,   56.04,  7.3800E+03,  4.0E+03,   54.40
 18,  32,  8p1/2,  5d3/2,          780.8(2)  , *         0.055(13) ,        ,     0.00185(91),  6.5(31)E+03    ,          780.8,         0.2,   0.03,       0.055,       0.013,   23.66,        0.00185,        0.00091,   49.24,  6.5468E+03,  3.1E+03,   47.32
 18,  34,  8p1/2,  6d3/2,           1997(2)  , *         0.393(48) ,        ,      0.0056(16),  1.97(48)E+04   ,          1997 ,          2 ,   0.08,       0.393,       0.048,   12.21,         0.0056,         0.0016,   27.99,  1.9688E+04,  4.8E+03,   24.42
 18,  36,  8p1/2,  7d3/2,        16800(100)  , *         31.65(12) ,        ,      0.0605(85),  2.143(46)E+05  ,         16793 ,        113 ,   0.67,       31.65,        0.12,    0.39,         0.0605,         0.0085,   14.06,  2.1427E+05,  4.6E+03,    2.16
